3261,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,1,2,FIL121,Pagtuturo ng Filipino sa Elementarya (I),3.00,0.00,\n
3262,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,1,2,ENG012,Advanced Grammar in English Language (2),3.00,0.00,Eng 011
3263,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,1,2,SA012,Foundation of Values Education,3.00,0.00,SA 011
3264,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,1,2,NSTP2,Literacy Training Services (2),3.00,0.00,NSTP 1
3265,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,1,2,TPE2,Fitness Training,2.00,0.00,TPE 1
3266,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,GE7,Life and Works of Rizal,3.00,0.00,\n
3267,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,GE8,Ethics,3.00,0.00,\n
3268,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,GE9,"Science, Technology and Society",3.00,0.00,\n
3269,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,EED211,Facilitating Learner-Centered Teaching,3.00,0.00,\n
3270,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,MUS211,Teaching Music in Elementary Grades,3.00,0.00,\n
3271,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,ENG211,Teaching English in Elementary Grades (Language Arts),3.00,0.00,\n
3272,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,ENG013,Advanced Listening and Speaking Skills,3.00,0.00,Eng 012
3273,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,SA013,Foundation of Human Act,3.00,0.00,SA 012
3274,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,1,TPE3,Dance,2.00,0.00,TPE 2
3275,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,GE10,Human Reproduction,3.00,0.00,\n
3276,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,EED221,The Teaching Profession,3.00,0.00,\n
4457,all_curriculums.xlsx,\n,\n,\n,0,0,\n,\n,0.00,0.00,\n
3277,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,EED222,Building and Enhancing New Literacies Across the Curriculum,3.00,0.00,\n
3278,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,ARTS221,Teaching Arts in Elementary Grades,3.00,0.00,\n
3279,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,ENG221,Teaching English in Elementary Grades Through Literature,3.00,0.00,\n
3280,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,FIL221,Pagtuturo ng Filipino sa Elementarya (II),3.00,0.00,\n
3281,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,ENG014,Advanced Reading and Writing Skills,3.00,0.00,Eng 013
3282,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,SA014,Empowering the Self,3.00,0.00,SA 013
3283,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,2,TPE4,Sports,2.00,0.00,TPE 3
3284,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,3,EED231,Assessment in Learning 1,3.00,0.00,\n
3285,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,3,EED232,Teaching Multi-grade Classes (Elect.),3.00,0.00,\n
3286,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,2,3,TLE231,Edukasyong Pantahanan at Pangkabuhayan,3.00,0.00,\n
3287,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,1,GE11,Philippine Popular Culture,3.00,0.00,\n
3288,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,1,EED311,Found. Of Special-Inclusive Education,3.00,0.00,\n
3289,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,1,EED312,The Teacher and the School Curriculum,3.00,0.00,\n
3290,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,1,EED313,Technology for Teaching and Learning 1,3.00,0.00,\n
3415,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,3,2,GS,Gender and Society,3.00,0.00,\n
3398,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,2,ETHICS,Ethics,3.00,0.00,\n
3291,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,1,SCI311,Teaching Science in Elementary Grades (Biology and Chemistry),3.00,0.00,\n
3292,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,1,SSCI311,Teaching Social Studies in Elementary Grades (Phil. History & Gov't.),3.00,0.00,\n
3293,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,1,MATH311,Teaching Math in the Primary Grades,3.00,0.00,\n
3382,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,1,2,NSTP2,National Training Service Program 2,3.00,0.00,NSTP 1
3383,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,1,2,PATHFIT2,Exercise-based Fitness Activities,2.00,0.00,PATH FIT 1
3384,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,1,2,ENG012,Advanced Writing in English Language,3.00,0.00,ENG 011
3385,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,1,2,SA012,Foundation of Values Education,3.00,0.00,SA 011
3386,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,1,3,RIZAL,Life and Works of Rizal,3.00,0.00,\n
3387,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,1,3,PROFED6,Technology for Teaching & Learning 1,3.00,0.00,\n
3388,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,1,3,PROFED7,Assessment in Learning 1,3.00,0.00,\n
3389,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,CW,Contemporary World,3.00,0.00,\n
3390,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,AA,Arts Appreciation,3.00,0.00,\n
3391,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,MMW,Mathematics in the Modern World,3.00,0.00,\n
3392,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,PROFED8,Foundation of Special and Inclusive Education,3.00,0.00,\n
3393,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,PROFED9,"The Teacher & the Community, School Culture and Organizational Leadership",3.00,0.00,\n
3294,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,2,EED321,"The Teacher and the Community, School Culture and Organizational Leadership",3.00,0.00,\n
3295,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,2,RES321,Research in Education/Teaching,3.00,0.00,\n
3296,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,2,PEH321,Teaching PE and Health in the Elementary Grades,3.00,0.00,\n
3297,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,2,SCI321,"Teaching Science in Elementary Grades (Physics, Earth and Space Science)",3.00,0.00,\n
3298,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,2,SSCI321,Teaching Social Studies in Elementary Grades (Culture and Geography),3.00,0.00,\n
3299,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,2,MATH321,Teaching Math in Intermediate Grades,3.00,0.00,\n
3300,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,2,TTL321,Technology for Teaching in Elem. Grades,3.00,0.00,\n
3301,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,3,GE12,Gender and Society,3.00,0.00,\n
3302,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,3,EED331,Assessment in Learning 2,3.00,0.00,EED 231
3303,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,3,3,TLE331,Edukasyong Pantahanan at Pangkabuhayan w/ Entrepreneurship,3.00,0.00,\n
3304,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,4,1,EED411,Observation of Teaching-Learning in Actual School Environment (FS 1),1.00,2.00,Major courses
3305,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,4,1,EED412,Participation and Teaching Assistantship (FS 2),1.00,2.00,Major courses
3306,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,4,1,EED413,Advanced Teacher Training Course (Refresh Course),3.00,0.00,Major courses
3307,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2019-2020,4,2,EED421,Teaching Internship,0.00,6.00,EED 411 and EED 412
3394,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,SOCSTUD1,Teaching Social Studies in Primary Grades,3.00,0.00,\n
4186,all_curriculums.xlsx,Bachelor of Science in Information Technology,\n,MOIST-BSIT-2020-2021,1,2,RPH,Readings in the Phl History,3.00,0.00,\n
3395,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,MATH1,Teaching Mathematics in Primary Grades,3.00,0.00,\n
4272,all_curriculums.xlsx,Bachelor of Science in Midwifery,\n,MOIST-BSM-2023-2024,3,1,EL3,Gender and Society,3.00,0.00,\n
4319,all_curriculums.xlsx,BACHELOR OF SCIENCE IN TOURISM MANAGEMENT,\n,MOIST-BSTM-2022-2023,2,1,PATHFIT211,Dance,2.00,1.00,PATH-FIT 121
3396,all_curriculums.xlsx,BACHELOR OF ELEMENTARY EDUCATION,\n,MOIST-BEED-2023-2024,2,1,SA013,Foundation of Human Act,3.00,0.00,SA 012
4371,all_curriculums.xlsx,\n,\n,\n,0,0,\n,\n,0.00,0.00,\n
4331,all_curriculums.xlsx,\n,\n,\n,0,0,\n,\n,0.00,0.00,\n
